item_index,rarity_raw,rarity_plus_one,maxStack,icon,iconColor,bottle,buyPrice,sellPrice,type,decoID,equipType,isGz,name_ptr,name,description_ptr,description
5398,4,5,99,37,2,0,0,0,0,0,0,0,0x008D2AA8,Garden Design,0x0010BC96,心地よいガーデン風の\n部屋を作るための図面。\n季節の匂いが感じられる。
5399,4,5,99,37,7,0,0,0,0,0,0,0,0x008D2AB6,Mechanical Design,0x0010BCDB,見ているだけで心が躍る。\nからくりがいっぱいの\n部屋を作るための図面。
5400,4,5,1,35,2,0,0,0,5,0,0,0,0x008D2AC8,Rec Up Berry,0x009265AD,Produces a cloud around the\narea that temporarily boosts\nhealth recovery.
5401,4,5,99,43,0,0,0,0,0,0,0,0,0x008D2AD5,Iron Black Jewel,0x009265F7,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5402,4,5,99,43,5,0,0,0,0,0,0,0,0x008D2AE6,Iris Jewel,0x00926641,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5403,4,5,99,43,2,0,0,0,0,0,0,0,0x008D2AF1,Horsetail Jewel,0x0092668B,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5404,4,5,99,43,0,0,0,0,0,0,0,0,0x008D2B01,Argent Jewel,0x009266D5,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5405,4,5,99,43,4,0,0,0,0,0,0,0,0x008D2B0E,Pale Orange Jwl,0x0092671F,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5406,4,5,99,43,7,0,0,0,0,0,0,0,0x008D2B1E,Vermillion Jewel,0x00926769,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5407,4,5,99,43,0,0,0,0,0,0,0,0,0x008D2B2F,Sienna Jewel,0x009267B3,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5408,4,5,99,43,4,0,0,0,0,0,0,0,0x008D2B3C,Buttermilk Jewel,0x009267FD,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5409,4,5,99,43,3,0,0,0,0,0,0,0,0x008D2B4D,Dusky Blue Jewel,0x00926847,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5410,4,5,99,43,5,0,0,0,0,0,0,0,0x008D2B5E,Light Purple Jwl,0x00926891,An indispensable item used\nin Decorations. Exceedingly\nrare and valuable.
5411,6,7,99,43,4,0,100000,100,0,1772,0,0,0x008D2B6F,Tectonic Jewel+,0x009268DB,A Decoration for experts\nenchanted by rich skill\ncombinations.
5412,6,7,99,43,8,0,100000,100,0,1773,0,0,0x008D2B7F,Fate Jewel+,0x0092691A,A Decoration for experts\nenchanted by rich skill\ncombinations.
5413,6,7,99,43,4,0,100000,100,0,1774,0,0,0x008D2B8B,Capacity Jewel+,0x00926959,A Decoration for experts\nenchanted by rich skill\ncombinations.
5414,6,7,99,43,2,0,100000,100,0,1775,0,0,0x008D2B9B,Resistance Jwl+,0x00926998,A Decoration for experts\nenchanted by rich skill\ncombinations.
5415,6,7,99,43,8,0,100000,100,0,1776,0,0,0x008D2BAB,Friendship Jwl+,0x009269D7,A Decoration for experts\nenchanted by rich skill\ncombinations.
5416,6,7,99,43,7,0,100000,100,0,1777,0,0,0x008D2BBB,ShotPlus Jewel+,0x00926A16,A Decoration for experts\nenchanted by rich skill\ncombinations.
5417,6,7,99,43,7,0,100000,100,0,1778,0,0,0x008D2BCB,PiercePlus Jwl+,0x00926A55,A Decoration for experts\nenchanted by rich skill\ncombinations.
5418,6,7,99,43,7,0,100000,100,0,1779,0,0,0x008D2BDB,PelletPlus Jwl+,0x00926A94,A Decoration for experts\nenchanted by rich skill\ncombinations.
5419,6,7,99,43,10,0,100000,100,0,1780,0,0,0x008D2BEB,Sloth Jewel+,0x00926AD3,A Decoration for experts\nenchanted by rich skill\ncombinations.
5420,6,7,99,43,10,0,100000,100,0,1781,0,0,0x008D2BF8,Frailty Jewel+,0x00926B12,A Decoration for experts\nenchanted by rich skill\ncombinations.
5421,4,5,99,9,1,0,100000,10000,0,0,0,0,0x008D2C07,Teo Blazewing,0x00926B51,A wing imbued with hellfire.\nUsed to forge the finest of\nequipment.
5422,4,5,99,27,7,0,100000,10000,0,0,0,0,0x008D2C15,Pariapuria Stone,0x00926B95,A stone covered in bodily\nfluids. It seems to have\nsome sort of special power.
5423,4,5,99,23,10,0,100000,10000,0,0,0,0,0x008D2C26,Charred Drag Scl,0x00926BE4,A scale seemingly charred by\nthe Draguros's overflowing\npower. Priceless.
5424,4,5,99,43,10,0,2400,240,7,1782,0,0,0x008D2C37,Throwing Jewel 2,0x00926C2E,A Decoration that boosts\nKnives skills.
5425,4,5,99,43,2,0,2400,240,7,1783,0,0,0x008D2C48,Mindful Jwl 1,0x00926C56,A Decoration that boosts\nShock Absorber skills.
5426,4,5,99,43,1,0,2400,240,7,1784,0,0,0x008D2C56,Def Lock Jewel 1,0x00926C86,A Decoration that boosts\nDef Lock skills.
5427,4,5,99,43,4,0,0,0,7,1785,2,0,0x008D2C67,Handling 2 PA1,0x00926CB0,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5428,4,5,99,43,4,0,0,0,7,1786,2,0,0x008D2C76,Handling 2 PA2,0x00926CEE,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5429,4,5,99,43,4,0,0,0,7,1787,2,0,0x008D2C85,Elemental 2 PA1,0x00926D2C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5430,4,5,99,43,4,0,0,0,7,1788,2,0,0x008D2C95,Elemental 2 PA2,0x00926D6A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5431,4,5,99,43,4,0,0,0,7,1789,2,0,0x008D2CA5,Stam Rec 2 PA1,0x00926DA8,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5432,4,5,99,43,4,0,0,0,7,1790,2,0,0x008D2CB4,Stam Rec 2 PA2,0x00926DE6,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5433,4,5,99,43,4,0,0,0,7,1791,2,0,0x008D2CC3,Handicraft 2 PA1,0x00926E24,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5434,4,5,99,43,4,0,0,0,7,1792,2,0,0x008D2CD4,Handicraft 2 PA2,0x00926E62,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5435,4,5,99,43,4,0,0,0,7,1793,2,0,0x008D2CE5,Knives 2 PA1,0x00926EA0,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5436,4,5,99,43,4,0,0,0,7,1794,2,0,0x008D2CF2,Knives 2 PA2,0x00926EDE,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5437,4,5,99,43,4,0,0,0,7,1795,2,0,0x008D2CFF,Combo Rate 2 PA3,0x00926F1C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5438,4,5,99,43,4,0,0,0,7,1796,2,0,0x008D2D10,Combo Rate 2 PA4,0x00926F5A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5439,4,5,99,43,4,0,0,0,7,1797,2,0,0x008D2D21,Para SC+ 2 PB1,0x00926F98,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5440,4,5,99,43,4,0,0,0,7,1798,2,0,0x008D2D30,Para SC+ 2 PB2,0x00926FD6,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5441,4,5,99,43,4,0,0,0,7,1799,2,0,0x008D2D3F,Para SC+ 2 PB3,0x00927014,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5442,4,5,99,43,4,0,0,0,7,1800,2,0,0x008D2D4E,Stamina 2 PB3,0x00927052,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5443,4,5,99,43,4,0,0,0,7,1801,2,0,0x008D2D5C,Stamina 2 PB4,0x00927090,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5444,4,5,99,43,4,0,0,0,7,1802,2,0,0x008D2D6A,Stamina 2 PB5,0x009270CE,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5445,4,5,99,43,4,0,0,0,7,1803,2,0,0x008D2D78,Tremor Res 2 PB5,0x0092710C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5446,4,5,99,43,4,0,0,0,7,1804,2,0,0x008D2D89,Tremor Res 2 PB6,0x0092714A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5447,4,5,99,43,4,0,0,0,7,1805,2,0,0x008D2D9A,Tremor Res 2 PB7,0x00927188,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5448,4,5,99,43,4,0,0,0,7,1806,2,0,0x008D2DAB,Precision 2 PB3,0x009271C6,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5449,4,5,99,43,4,0,0,0,7,1807,2,0,0x008D2DBB,Precision 2 PB4,0x00927204,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5450,4,5,99,43,4,0,0,0,7,1808,2,0,0x008D2DCB,Precision 2 PB5,0x00927242,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5451,4,5,99,43,4,0,0,0,7,1809,2,0,0x008D2DDB,Def Lock 2 PB1,0x00927280,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5452,4,5,99,43,4,0,0,0,7,1810,2,0,0x008D2DEA,Def Lock 2 PB2,0x009272BE,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5453,4,5,99,43,4,0,0,0,7,1811,2,0,0x008D2DF9,Def Lock 2 PB3,0x009272FC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5454,4,5,99,43,4,0,0,0,7,1812,2,0,0x008D2E08,Bomb SC+ 2 PB3,0x0092733A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5455,4,5,99,43,4,0,0,0,7,1813,2,0,0x008D2E17,Bomb SC+ 2 PB4,0x00927378,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5456,4,5,99,43,4,0,0,0,7,1814,2,0,0x008D2E26,Bomb SC+ 2 PB5,0x009273B6,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5457,4,5,99,43,4,0,0,0,7,1815,2,0,0x008D2E35,Mndfulness 2 PB1,0x009273F4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5458,4,5,99,43,4,0,0,0,7,1816,2,0,0x008D2E46,Mndfulness 2 PB2,0x00927432,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5459,4,5,99,43,4,0,0,0,7,1817,2,0,0x008D2E57,Mndfulness 2 PB3,0x00927470,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5460,4,5,99,43,4,0,0,0,7,1818,2,0,0x008D2E68,WideRange 2 PB1,0x009274AE,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5461,4,5,99,43,4,0,0,0,7,1819,2,0,0x008D2E78,WideRange 2 PB2,0x009274EC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5462,4,5,99,43,4,0,0,0,7,1820,2,0,0x008D2E88,WideRange 2 PB3,0x0092752A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5463,3,4,99,43,4,0,0,0,7,1821,2,0,0x008D2E98,Wind Res 2 PC1,0x00927568,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5464,3,4,99,43,4,0,0,0,7,1822,2,0,0x008D2EA7,Wind Res 2 PC2,0x009275A6,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5465,3,4,99,43,4,0,0,0,7,1823,2,0,0x008D2EB6,Wind Res 2 PC3,0x009275E4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5466,3,4,99,43,4,0,0,0,7,1824,2,0,0x008D2EC5,Wind Res 2 PC4,0x00927622,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5467,3,4,99,43,4,0,0,0,7,1825,2,0,0x008D2ED4,Wind Res 2 PC5,0x00927660,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5468,3,4,99,43,4,0,0,0,7,1826,2,0,0x008D2EE3,Sleep SC+ 2 PC4,0x0092769E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5469,3,4,99,43,4,0,0,0,7,1827,2,0,0x008D2EF3,Sleep SC+ 2 PC5,0x009276DC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5470,3,4,99,43,4,0,0,0,7,1828,2,0,0x008D2F03,Sleep SC+ 2 PC6,0x0092771A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5471,3,4,99,43,4,0,0,0,7,1829,2,0,0x008D2F13,Sleep SC+ 2 PC7,0x00927758,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5472,3,4,99,43,4,0,0,0,7,1830,2,0,0x008D2F23,Sleep SC+ 2 PC8,0x00927796,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5473,3,4,99,43,4,0,0,0,7,1831,2,0,0x008D2F33,Fasting 2 PC4,0x009277D4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5474,3,4,99,43,4,0,0,0,7,1832,2,0,0x008D2F41,Fasting 2 PC5,0x00927812,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5475,3,4,99,43,4,0,0,0,7,1833,2,0,0x008D2F4F,Fasting 2 PC6,0x00927850,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5476,3,4,99,43,4,0,0,0,7,1834,2,0,0x008D2F5D,Fasting 2 PC7,0x0092788E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5477,3,4,99,43,4,0,0,0,7,1835,2,0,0x008D2F6B,Fasting 2 PC8,0x009278CC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5478,3,4,99,43,4,0,0,0,7,1836,2,0,0x008D2F79,PoisonSC+ 2 PC7,0x0092790A,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5479,3,4,99,43,4,0,0,0,7,1837,2,0,0x008D2F89,PoisonSC+ 2 PC8,0x00927948,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5480,3,4,99,43,4,0,0,0,7,1838,2,0,0x008D2F99,PoisonSC+ 2 PC9,0x00927986,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5481,3,4,99,43,4,0,0,0,7,1839,2,0,0x008D2FA9,PoisonSC+ 2 PC10,0x009279C4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5482,3,4,99,43,4,0,0,0,7,1840,2,0,0x008D2FBA,PoisonSC+ 2 PC11,0x00927A02,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5483,3,4,99,43,4,0,0,0,7,1841,2,0,0x008D2FCB,Potential 2 PC4,0x00927A40,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5484,3,4,99,43,4,0,0,0,7,1842,2,0,0x008D2FDB,Potential 2 PC5,0x00927A7E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5485,3,4,99,43,4,0,0,0,7,1843,2,0,0x008D2FEB,Potential 2 PC6,0x00927ABC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5486,3,4,99,43,4,0,0,0,7,1844,2,0,0x008D2FFB,Potential 2 PC7,0x00927AFA,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5487,3,4,99,43,4,0,0,0,7,1845,2,0,0x008D300B,Potential 2 PC8,0x00927B38,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5488,3,4,99,43,4,0,0,0,7,1846,2,0,0x008D301B,Loading 2 PC4,0x00927B76,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5489,3,4,99,43,4,0,0,0,7,1847,2,0,0x008D3029,Loading 2 PC5,0x00927BB4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5490,3,4,99,43,4,0,0,0,7,1848,2,0,0x008D3037,Loading 2 PC6,0x00927BF2,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5491,3,4,99,43,4,0,0,0,7,1849,2,0,0x008D3045,Loading 2 PC7,0x00927C30,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5492,3,4,99,43,4,0,0,0,7,1850,2,0,0x008D3053,Loading 2 PC8,0x00927C6E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5493,3,4,99,43,4,0,0,0,7,1851,2,0,0x008D3061,Dragon Res 2 PC4,0x00927CAC,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5494,3,4,99,43,4,0,0,0,7,1852,2,0,0x008D3072,Dragon Res 2 PC5,0x00927CEA,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5495,3,4,99,43,4,0,0,0,7,1853,2,0,0x008D3083,Dragon Res 2 PC6,0x00927D28,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5496,3,4,99,43,4,0,0,0,7,1854,2,0,0x008D3094,Dragon Res 2 PC7,0x00927D66,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5497,3,4,99,43,4,0,0,0,7,1855,2,0,0x008D30A5,Dragon Res 2 PC8,0x00927DA4,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5498,3,4,99,43,4,0,0,0,7,1856,2,0,0x008D30B6,Hunger 2 PC4,0x00927DE2,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5499,3,4,99,43,4,0,0,0,7,1857,2,0,0x008D30C3,Hunger 2 PC5,0x00927E20,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5500,3,4,99,43,4,0,0,0,7,1858,2,0,0x008D30D0,Hunger 2 PC6,0x00927E5E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5501,3,4,99,43,4,0,0,0,7,1859,2,0,0x008D30DD,Hunger 2 PC7,0x00927E9C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5502,3,4,99,43,4,0,0,0,7,1860,2,0,0x008D30EA,Hunger 2 PC8,0x00927EDA,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5503,3,4,99,43,4,0,0,0,7,1861,2,0,0x008D30F7,Para Res 2 PC4,0x00927F18,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5504,3,4,99,43,4,0,0,0,7,1862,2,0,0x008D3106,Para Res 2 PC5,0x00927F56,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5505,3,4,99,43,4,0,0,0,7,1863,2,0,0x008D3115,Para Res 2 PC6,0x00927F94,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5506,3,4,99,43,4,0,0,0,7,1864,2,0,0x008D3124,Para Res 2 PC7,0x00927FD2,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5507,3,4,99,43,4,0,0,0,7,1865,2,0,0x008D3133,Para Res 2 PC8,0x00928010,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5508,3,4,99,43,4,0,0,0,7,1866,2,0,0x008D3142,Stun Res 2 PC4,0x0092804E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5509,3,4,99,43,4,0,0,0,7,1867,2,0,0x008D3151,Stun Res 2 PC5,0x0092808C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5510,3,4,99,43,4,0,0,0,7,1868,2,0,0x008D3160,Stun Res 2 PC6,0x009280CA,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5511,3,4,99,43,4,0,0,0,7,1869,2,0,0x008D316F,Stun Res 2 PC7,0x00928108,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5512,3,4,99,43,4,0,0,0,7,1870,2,0,0x008D317E,Stun Res 2 PC8,0x00928146,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5513,3,4,99,43,4,0,0,0,7,1871,2,0,0x008D318D,Poison Res 2 PC4,0x00928184,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5514,3,4,99,43,4,0,0,0,7,1872,2,0,0x008D319E,Poison Res 2 PC5,0x009281C2,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5515,3,4,99,43,4,0,0,0,7,1873,2,0,0x008D31AF,Poison Res 2 PC6,0x00928200,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5516,3,4,99,43,4,0,0,0,7,1874,2,0,0x008D31C0,Poison Res 2 PC7,0x0092823E,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5517,3,4,99,43,4,0,0,0,7,1875,2,0,0x008D31D1,Poison Res 2 PC8,0x0092827C,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5518,3,4,99,43,4,0,0,0,7,1876,2,0,0x008D31E2,SpdGather 2 PC7,0x009282BA,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5519,3,4,99,43,4,0,0,0,7,1877,2,0,0x008D31F2,SpdGather 2 PC8,0x009282F8,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5520,3,4,99,43,4,0,0,0,7,1878,2,0,0x008D3202,SpdGather 2 PC9,0x00928336,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5521,3,4,99,43,4,0,0,0,7,1879,2,0,0x008D3212,SpdGather 2 PC10,0x00928374,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5522,3,4,99,43,4,0,0,0,7,1880,2,0,0x008D3223,SpdGather 2 PC11,0x009283B2,A Haven Poogie Decoration.\nIncompatible with certain\noutfits.
5523,4,5,99,43,8,0,100000,5000,7,1881,1,0,0x008D3234,Handling 2 SA1,0x009283F0,A Haven Poogie Decoration.\nCompatible with all outfits.
5524,4,5,99,43,8,0,100000,5000,7,1882,1,0,0x008D3243,Fasting 2 SA1,0x00928428,A Haven Poogie Decoration.\nCompatible with all outfits.
5525,4,5,99,43,8,0,100000,5000,7,1883,1,0,0x008D3251,FastCharge 2 SA1,0x00928460,A Haven Poogie Decoration.\nCompatible with all outfits.
5526,4,5,99,43,8,0,100000,5000,7,1884,1,0,0x008D3262,Guard 2 SA1,0x00928498,A Haven Poogie Decoration.\nCompatible with all outfits.
5527,4,5,99,43,8,0,100000,5000,7,1885,1,0,0x008D326E,Precision 2 SA2,0x009284D0,A Haven Poogie Decoration.\nCompatible with all outfits.
5528,4,5,99,43,8,0,100000,5000,7,1886,1,0,0x008D327E,Protection 2 SA3,0x00928508,A Haven Poogie Decoration.\nCompatible with all outfits.
5529,4,5,99,43,8,0,10000,500,7,1887,1,0,0x008D328F,Knives 2 SB1,0x00928540,A Haven Poogie Decoration.\nCompatible with all outfits.
5530,4,5,99,43,8,0,10000,500,7,1888,1,0,0x008D329C,Knives 2 SB2,0x00928578,A Haven Poogie Decoration.\nCompatible with all outfits.
5531,4,5,99,43,8,0,10000,500,7,1889,1,0,0x008D32A9,Knives 2 SB3,0x009285B0,A Haven Poogie Decoration.\nCompatible with all outfits.
5532,4,5,99,43,8,0,10000,500,7,1890,1,0,0x008D32B6,Knives 2 SB4,0x009285E8,A Haven Poogie Decoration.\nCompatible with all outfits.
5533,4,5,99,43,8,0,10000,500,7,1891,1,0,0x008D32C3,Mndfulness 2 SB1,0x00928620,A Haven Poogie Decoration.\nCompatible with all outfits.
5534,4,5,99,43,8,0,10000,500,7,1892,1,0,0x008D32D4,Mndfulness 2 SB2,0x00928658,A Haven Poogie Decoration.\nCompatible with all outfits.
5535,4,5,99,43,8,0,10000,500,7,1893,1,0,0x008D32E5,Mndfulness 2 SB3,0x00928690,A Haven Poogie Decoration.\nCompatible with all outfits.
5536,4,5,99,43,8,0,10000,500,7,1894,1,0,0x008D32F6,Mndfulness 2 SB4,0x009286C8,A Haven Poogie Decoration.\nCompatible with all outfits.
5537,4,5,99,43,8,0,10000,500,7,1895,1,0,0x008D3307,Def Lock 2 SB1,0x00928700,A Haven Poogie Decoration.\nCompatible with all outfits.
5538,4,5,99,43,8,0,10000,500,7,1896,1,0,0x008D3316,Def Lock 2 SB2,0x00928738,A Haven Poogie Decoration.\nCompatible with all outfits.
5539,4,5,99,43,8,0,10000,500,7,1897,1,0,0x008D3325,Def Lock 2 SB3,0x00928770,A Haven Poogie Decoration.\nCompatible with all outfits.
5540,4,5,99,43,8,0,10000,500,7,1898,1,0,0x008D3334,Def Lock 2 SB4,0x009287A8,A Haven Poogie Decoration.\nCompatible with all outfits.
5541,3,4,99,43,8,0,1000,50,7,1899,1,0,0x008D3343,LastingPwr 2 SC4,0x009287E0,A Haven Poogie Decoration.\nCompatible with all outfits.
5542,3,4,99,43,8,0,1000,50,7,1900,1,0,0x008D3354,LastingPwr 2 SC5,0x00928818,A Haven Poogie Decoration.\nCompatible with all outfits.
5543,3,4,99,43,8,0,1000,50,7,1901,1,0,0x008D3365,LastingPwr 2 SC6,0x00928850,A Haven Poogie Decoration.\nCompatible with all outfits.
5544,3,4,99,43,8,0,1000,50,7,1902,1,0,0x008D3376,LastingPwr 2 SC7,0x00928888,A Haven Poogie Decoration.\nCompatible with all outfits.
5545,3,4,99,43,8,0,1000,50,7,1903,1,0,0x008D3387,LastingPwr 2 SC8,0x009288C0,A Haven Poogie Decoration.\nCompatible with all outfits.
5546,3,4,99,43,8,0,1000,50,7,1904,1,0,0x008D3398,WideRange 2 SC3,0x009288F8,A Haven Poogie Decoration.\nCompatible with all outfits.
5547,3,4,99,43,8,0,1000,50,7,1905,1,0,0x008D33A8,WideRange 2 SC4,0x00928930,A Haven Poogie Decoration.\nCompatible with all outfits.
5548,3,4,99,43,8,0,1000,50,7,1906,1,0,0x008D33B8,WideRange 2 SC5,0x00928968,A Haven Poogie Decoration.\nCompatible with all outfits.
5549,3,4,99,43,8,0,1000,50,7,1907,1,0,0x008D33C8,WideRange 2 SC6,0x009289A0,A Haven Poogie Decoration.\nCompatible with all outfits.
5550,3,4,99,43,8,0,1000,50,7,1908,1,0,0x008D33D8,WideRange 2 SC7,0x009289D8,A Haven Poogie Decoration.\nCompatible with all outfits.
5551,3,4,99,43,8,0,1000,50,7,1909,1,0,0x008D33E8,Recovery 2 SC3,0x00928A10,A Haven Poogie Decoration.\nCompatible with all outfits.
5552,3,4,99,43,8,0,1000,50,7,1910,1,0,0x008D33F7,Recovery 2 SC4,0x00928A48,A Haven Poogie Decoration.\nCompatible with all outfits.
5553,3,4,99,43,8,0,1000,50,7,1911,1,0,0x008D3406,Recovery 2 SC5,0x00928A80,A Haven Poogie Decoration.\nCompatible with all outfits.
5554,3,4,99,43,8,0,1000,50,7,1912,1,0,0x008D3415,Recovery 2 SC6,0x00928AB8,A Haven Poogie Decoration.\nCompatible with all outfits.
5555,3,4,99,43,8,0,1000,50,7,1913,1,0,0x008D3424,Recovery 2 SC7,0x00928AF0,A Haven Poogie Decoration.\nCompatible with all outfits.
5556,3,4,99,43,8,0,1000,50,7,1914,1,0,0x008D3433,Gluttony 2 SC5,0x00928B28,A Haven Poogie Decoration.\nCompatible with all outfits.
5557,3,4,99,43,8,0,1000,50,7,1915,1,0,0x008D3442,Gluttony 2 SC6,0x00928B60,A Haven Poogie Decoration.\nCompatible with all outfits.
5558,3,4,99,43,8,0,1000,50,7,1916,1,0,0x008D3451,Gluttony 2 SC7,0x00928B98,A Haven Poogie Decoration.\nCompatible with all outfits.
5559,3,4,99,43,8,0,1000,50,7,1917,1,0,0x008D3460,Gluttony 2 SC8,0x00928BD0,A Haven Poogie Decoration.\nCompatible with all outfits.
5560,3,4,99,43,8,0,1000,50,7,1918,1,0,0x008D346F,Gluttony 2 SC9,0x00928C08,A Haven Poogie Decoration.\nCompatible with all outfits.
5561,3,4,99,43,8,0,1000,50,7,1919,1,0,0x008D347E,Snow Res 2 SC5,0x00928C40,A Haven Poogie Decoration.\nCompatible with all outfits.
5562,3,4,99,43,8,0,1000,50,7,1920,1,0,0x008D348D,Snow Res 2 SC6,0x00928C78,A Haven Poogie Decoration.\nCompatible with all outfits.
5563,3,4,99,43,8,0,1000,50,7,1921,1,0,0x008D349C,Snow Res 2 SC7,0x00928CB0,A Haven Poogie Decoration.\nCompatible with all outfits.
